City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
393,Vila Franca Do Campo,PT,66.61,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
394,Ketchikan,US,52.27,light rain,55.3422,-131.6461,Snow's Cove Lodge
398,Turayf,SA,66.45,clear sky,31.6725,38.6637,Turaif
400,Gimli,CA,69.44,clear sky,50.6336,-96.9907,Lakeview Gimli Resort
402,Clacton-On-Sea,GB,62.29,overcast clouds,51.7897,1.156,The Sandrock
404,Kothen,DE,54.21,clear sky,51.75,11.9667,Hotel Anhalt
409,Puke,AL,59.09,overcast clouds,42.0444,19.8997,Hotel Turizmi Puka
420,Namibe,AO,59.67,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
421,Waitati,NZ,50.81,moderate rain,-45.75,170.5667,Arden Country House BnB Dunedin
423,Sept-Iles,CA,54.05,broken clouds,50.2001,-66.3821,Comfort Inn
425,Roma,US,62.46,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
427,Tremedal,BR,65.39,clear sky,-14.9758,-41.4108,Pousada Estillos
431,Santiago,CL,50.95,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
432,Erzin,TR,63.32,clear sky,36.9559,36.2,Artemis Otel
433,Las Margaritas,MX,60.51,few clouds,16.3167,-91.9833,Fam Esponda Arguello
441,Orchard Homes,US,58.59,scattered clouds,46.8633,-114.0484,Broadway Inn Missoula
443,Le Port,RE,67.96,broken clouds,-20.9373,55.2919,KORBEY D'OR OUEST
445,Luena,AO,63.14,broken clouds,-11.7833,19.9167,Hotel Kandamba
447,Okha,RU,51.01,light rain,53.5739,142.9478,Империя
458,Geelong,AU,64.45,light rain,-38.1471,144.3607,Admiralty Inn
460,Tapiramuta,BR,57.51,clear sky,-11.8472,-40.7914,Casa Alencar
465,Nehe,CN,50.23,overcast clouds,48.4833,124.8333,Vladimir Homestay
466,Nantucket,US,66.09,clear sky,41.2835,-70.0995,Jared Coffin House
468,Huarmey,PE,62.04,overcast clouds,-10.0681,-78.1522,Hotel Miramar
474,Morondava,MG,66.07,few clouds,-20.2833,44.2833,La Case Bambou
475,Hofn,IS,51.64,broken clouds,64.2539,-15.2082,Hótel Höfn
477,Peniche,PT,63.88,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
479,Sale,MA,69.82,broken clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
486,Lugazi,UG,62.28,overcast clouds,0.3772,32.9197,Dr Kalumba Moses
492,Raudeberg,NO,55.2,overcast clouds,61.9875,5.1352,Nordre Silda.
493,Tigil,RU,61.0,overcast clouds,57.8,158.6667,Tigil'
496,Bell Ville,AR,62.08,clear sky,-32.6259,-62.6887,Hotel Central
499,Uhlove,UA,68.58,overcast clouds,44.8215,33.6045,Tavryda
500,Moron,AR,62.02,light rain,-34.6534,-58.6198,Hotel Morón
501,Kambove,CD,64.27,clear sky,-10.8764,26.5969,Couvant des soeurs catholiques
502,Aksakovo,BG,62.1,clear sky,43.25,27.8167,Stildor
503,La Grande,US,56.59,light rain,45.3246,-118.0877,Travelodge by Wyndham La Grande
506,Lima,PE,58.14,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
512,Senneterre,CA,50.22,overcast clouds,48.3835,-77.2328,Motel Senabi
519,Griffith,US,69.94,clear sky,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
522,Talara,PE,64.45,clear sky,-4.5772,-81.2719,Hostal Oro Negro
526,Morro Bay,US,62.24,clear sky,35.3658,-120.8499,Inn at Morro Bay
527,Chifeng,CN,65.26,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
528,North Bend,US,62.51,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
532,Darhan,MN,62.92,few clouds,49.4867,105.9228,Buudai Hotel
540,Grafton,US,69.31,broken clouds,42.207,-71.6856,The Grafton Inn
543,Juneau,US,55.45,broken clouds,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
544,Lingyuan,CN,68.49,overcast clouds,41.24,119.4011,Guomao Hotel
545,Aviles,ES,58.39,clear sky,43.5547,-5.9248,"Palacio de Avilés, Affiliated by Meliá"
546,Ginir,ET,59.2,overcast clouds,7.1333,40.7,Sura Dare Village
550,Bridlington,GB,64.58,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
551,Half Moon Bay,US,67.91,fog,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
552,Villa Carlos Paz,AR,58.89,clear sky,-31.4241,-64.4978,Monte Carlo
553,Batavia,US,69.76,clear sky,41.85,-88.3126,Comfort Inn & Suites Geneva - West Chicago
557,Marystown,CA,59.04,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
561,Iquique,CL,59.04,overcast clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
562,Yuanping,CN,59.52,overcast clouds,38.7153,112.7575,Yuanping Xinghe Guesthouse
563,Ulaangom,MN,64.15,clear sky,49.9811,92.0667,Achit Nuur Hotel & Restaurant
565,Luau,AO,66.61,broken clouds,-10.7073,22.2247,Casa- Bernardo Cândido
567,Makhachkala,RU,60.78,broken clouds,42.9764,47.5024,Argo
568,Faya,SA,64.51,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
571,Sfantu Gheorghe,RO,51.26,scattered clouds,45.8667,25.7833,Hotel Park
572,Lata,PT,60.82,clear sky,40.1629,-8.3327,Casa Maquia
578,Dolinsk,RU,64.26,few clouds,47.35,142.8,"Gostinitsa ""Yubileynaya"""
580,Chase,CA,62.35,broken clouds,50.8165,-119.6857,Chase Country Inn Motel
584,Minnedosa,CA,61.36,clear sky,50.2453,-99.8436,Kruk Castle Bed & Breakfast
586,Christchurch,NZ,60.48,overcast clouds,-43.5333,172.6333,The George
594,Roald,NO,57.33,overcast clouds,62.5833,6.1333,Flem Cabins
595,Kurilsk,RU,56.93,overcast clouds,45.2333,147.8833,Hotel Ostrov
596,Panjakent,TJ,64.2,clear sky,39.4952,67.6093,Salom Hostel
597,Kananga,CD,69.58,overcast clouds,-5.8958,22.4178,Guest House Wood Land
598,Klaksvik,FO,54.52,overcast clouds,62.2266,-6.589,Airbnb rooms
601,Mweka,CD,68.83,overcast clouds,-4.85,21.5667,Guest House Boshab
605,Santa Maria,BR,61.9,clear sky,-29.6842,-53.8069,Hotel Morotin
606,Morrope,PE,63.48,few clouds,-6.5417,-80.0111,Hipolito santamaria
608,Moutier,CH,57.47,scattered clouds,47.2782,7.3695,Hôtel-Restaurant de l´Etoile
612,Kuytun,RU,57.15,overcast clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
613,Akdepe,TM,55.49,clear sky,42.0551,59.3788,Мой дом
629,Arona,ES,66.83,few clouds,28.0996,-16.681,Paradise Court
631,Terney,RU,66.92,broken clouds,45.0503,136.6092,"Hotel ""Ternay"""
636,Rexburg,US,69.31,haze,43.826,-111.7897,AmericInn by Wyndham Rexburg BYUI
638,Pingliang,CN,66.47,scattered clouds,35.5392,106.6861,North Gate Hostel
640,Hovd,MN,64.33,clear sky,48.0056,91.6419,Hotel Khovd
645,Bad Liebenzell,DE,54.03,broken clouds,48.7667,8.7333,Hirsau Abbey
649,Crossville,US,68.52,few clouds,35.949,-85.0269,Hampton Inn Crossville
654,Rio Grande,BR,62.94,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
655,Asfi,MA,67.87,clear sky,32.2994,-9.2372,Hôtel Abda
657,Hukuntsi,BW,62.4,scattered clouds,-24.0,21.75,Entabeni Hotel
658,Canavieiras,BR,68.27,clear sky,-15.675,-38.9472,Bahiadomizil
662,Bichura,RU,65.32,broken clouds,50.5881,107.6022,Gostinitsa Uyut
664,Revelstoke,CA,51.82,broken clouds,50.9832,-118.2023,Best Western Plus Revelstoke
670,Altay,CN,69.28,clear sky,47.8667,88.1167,Jinqiao Hotel
671,San Jeronimo,PE,51.13,few clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
675,Shawville,CA,56.21,broken clouds,45.6001,-76.4827,Shawville Hotel
676,Store Heddinge,DK,51.67,overcast clouds,55.3097,12.3889,Vangeled Gaard B&B
677,Tsabong,BW,61.14,clear sky,-26.0217,22.401,Springbok Motel
678,Nanaimo,CA,59.09,broken clouds,49.1663,-123.936,Days Inn by Wyndham Nanaimo
685,Ciocanesti,RO,60.55,scattered clouds,44.6,25.85,Vechiul han Ciocanești
689,Werder,DE,56.05,few clouds,52.3787,12.934,Landhotel Potsdam
691,Cobourg,DE,54.55,few clouds,50.2667,10.9667,Vienna House Easy Coburg
700,Praia Da Vitoria,PT,66.76,broken clouds,38.7333,-27.0667,Hotel Branco I
